"","g1","g2"
"1661","ENSG00000115998.7","ENSG00000116001.15"
"1662","ENSG00000116005.11","ENSG00000143977.13"
"1663","ENSG00000075340.22","ENSG00000183733.6"
"1664","ENSG00000183733.6","ENSG00000152672.7"
"1665","ENSG00000152672.7","ENSG00000116031.8"
"1666","ENSG00000116031.8","ENSG00000116035.2"
"1667","ENSG00000116035.2","ENSG00000116039.11"
"1668","ENSG00000116039.11","ENSG00000144031.11"
"1669","ENSG00000144031.11","ENSG00000144043.11"
"1670","ENSG00000144043.11","ENSG00000124357.12"
"1671","ENSG00000124357.12","ENSG00000124370.10"
"1672","ENSG00000124383.8","ENSG00000124374.8"
"1673","ENSG00000124374.8","ENSG00000075292.18"
"1674","ENSG00000075292.18","ENSG00000135636.13"
"1675","ENSG00000144036.15","ENSG00000116096.5"
"1676","ENSG00000116096.5","ENSG00000135638.13"
"1677","ENSG00000135638.13","ENSG00000144040.12"
"1678","ENSG00000144040.12","ENSG00000135631.16"
"1679","ENSG00000135631.16","ENSG00000214513.3"
"1680","ENSG00000214513.3","ENSG00000135632.11"
"1681","ENSG00000135632.11","ENSG00000135617.3"
"1682","ENSG00000135624.15","ENSG00000163013.11"
"1683","ENSG00000135625.7","ENSG00000116127.17"
"1684","ENSG00000144035.3","ENSG00000144034.14"
"1685","ENSG00000144034.14","ENSG00000144048.10"
"1686","ENSG00000187833.7","ENSG00000124356.15"
"1687","ENSG00000124356.15","ENSG00000163017.13"
"1688","ENSG00000163017.13","ENSG00000114956.19"
"1689","ENSG00000114956.19","ENSG00000187605.15"
"1690","ENSG00000187605.15","ENSG00000163170.11"
"1691","ENSG00000163170.11","ENSG00000114978.17"
"1692","ENSG00000114978.17","ENSG00000065911.11"
"1693","ENSG00000065911.11","ENSG00000188687.17"
"1694","ENSG00000188687.17","ENSG00000204843.12"
"1695","ENSG00000204843.12","ENSG00000284308.1"
"1696","ENSG00000005448.16","ENSG00000114993.16"
"1697","ENSG00000114993.16","ENSG00000115274.14"
"1698","ENSG00000115282.19","ENSG00000179528.15"
"1699","ENSG00000115297.10","ENSG00000144045.13"
"1700","ENSG00000115317.11","ENSG00000115318.11"
"1701","ENSG00000115325.13","ENSG00000159374.17"
"1702","ENSG00000135622.12","ENSG00000159399.9"
"1703","ENSG00000159399.9","ENSG00000115350.11"
"1704","ENSG00000115363.13","ENSG00000115364.13"
"1705","ENSG00000115364.13","ENSG00000005436.13"
"1706","ENSG00000143954.12","ENSG00000172023.7"
"1707","ENSG00000172023.7","ENSG00000115386.5"
"1708","ENSG00000115386.5","ENSG00000172016.15"
"1709","ENSG00000172016.15","ENSG00000066032.18"
"1710","ENSG00000163541.11","ENSG00000115423.18"
"1711","ENSG00000034510.5","ENSG00000176407.17"
"1712","ENSG00000176407.17","ENSG00000152284.4"
"1713","ENSG00000152284.4","ENSG00000152291.13"
"1714","ENSG00000152291.13","ENSG00000042445.13"
"1715","ENSG00000115459.17","ENSG00000042493.15"
"1716","ENSG00000152292.16","ENSG00000168906.12"
"1717","ENSG00000168906.12","ENSG00000115486.11"
"1718","ENSG00000118640.10","ENSG00000168899.4"
"1719","ENSG00000168899.4","ENSG00000168894.9"
"1720","ENSG00000168887.10","ENSG00000168878.16"
"1721","ENSG00000168878.16","ENSG00000115523.16"
"1722","ENSG00000115523.16","ENSG00000168874.12"
"1723","ENSG00000168874.12","ENSG00000115525.17"
"1724","ENSG00000132300.18","ENSG00000132305.20"
"1725","ENSG00000132313.14","ENSG00000068615.17"
"1726","ENSG00000068615.17","ENSG00000115548.16"
"1727","ENSG00000115548.16","ENSG00000115561.15"
"1728","ENSG00000115561.15","ENSG00000239305.6"
"1729","ENSG00000239305.6","ENSG00000153561.12"
"1730","ENSG00000153561.12","ENSG00000153563.15"
"1731","ENSG00000153563.15","ENSG00000172116.21"
"1732","ENSG00000172116.21","ENSG00000187627.14"
"1733","ENSG00000187627.14","ENSG00000183281.14"
"1734","ENSG00000125551.18","ENSG00000185304.14"
"1735","ENSG00000172086.7","ENSG00000115593.14"
"1736","ENSG00000115593.14","ENSG00000163586.9"
"1737","ENSG00000163586.9","ENSG00000144115.16"
"1738","ENSG00000214336.4","ENSG00000172073.3"
"1739","ENSG00000172073.3","ENSG00000172071.11"
"1740","ENSG00000172071.11","ENSG00000153574.8"
"1741","ENSG00000163060.7","ENSG00000172005.10"
"1742","ENSG00000172005.10","ENSG00000144029.11"
"1743","ENSG00000144029.11","ENSG00000144026.11"
"1744","ENSG00000275111.4","ENSG00000233757.6"
"1745","ENSG00000233757.6","ENSG00000155066.15"
"1746","ENSG00000155066.15","ENSG00000115041.12"
"1747","ENSG00000115041.12","ENSG00000115042.9"
"1748","ENSG00000115042.9","ENSG00000144010.9"
"1749","ENSG00000144010.9","ENSG00000144015.4"
"1750","ENSG00000174501.14","ENSG00000186281.12"
"1751","ENSG00000186281.12","ENSG00000274286.1"
"1752","ENSG00000274286.1","ENSG00000188886.3"
"1753","ENSG00000158050.4","ENSG00000084090.13"
"1754","ENSG00000084090.13","ENSG00000135956.8"
"1755","ENSG00000144021.2","ENSG00000144028.14"
"1756","ENSG00000144028.14","ENSG00000198885.9"
"1757","ENSG00000198885.9","ENSG00000121152.9"
"1758","ENSG00000121152.9","ENSG00000163121.9"
"1759","ENSG00000163121.9","ENSG00000196843.15"
"1760","ENSG00000196843.15","ENSG00000114982.17"
"1761","ENSG00000249715.10","ENSG00000114988.11"
"1762","ENSG00000114988.11","ENSG00000158158.11"
"1763","ENSG00000158158.11","ENSG00000168763.15"
"1764","ENSG00000168763.15","ENSG00000163126.14"
"1765","ENSG00000163126.14","ENSG00000213337.8"
"1766","ENSG00000213337.8","ENSG00000168758.10"
"1767","ENSG00000168758.10","ENSG00000168754.14"
"1768","ENSG00000168754.14","ENSG00000144199.11"
"1769","ENSG00000144199.11","ENSG00000135976.17"
"1770","ENSG00000196912.12","ENSG00000135940.6"
"1771","ENSG00000135940.6","ENSG00000115073.7"
"1772","ENSG00000228486.10","ENSG00000115085.13"
"1773","ENSG00000075568.16","ENSG00000168658.18"
"1774","ENSG00000144191.11","ENSG00000040933.15"
"1775","ENSG00000040933.15","ENSG00000183513.8"
"1776","ENSG00000115446.11","ENSG00000071073.12"
"1777","ENSG00000135951.14","ENSG00000273045.5"
"1778","ENSG00000273045.5","ENSG00000241962.9"
"1779","ENSG00000241962.9","ENSG00000144182.16"
"1780","ENSG00000144182.16","ENSG00000158411.11"
"1781","ENSG00000185414.19","ENSG00000185674.9"
"1782","ENSG00000185674.9","ENSG00000144214.9"
"1783","ENSG00000144214.9","ENSG00000115514.11"
"1784","ENSG00000158417.10","ENSG00000135945.9"
"1785","ENSG00000144218.18","ENSG00000170500.12"
"1786","ENSG00000170500.12","ENSG00000115526.10"
"1787","ENSG00000115526.10","ENSG00000204640.1"
"1788","ENSG00000204640.1","ENSG00000115539.13"
"1789","ENSG00000170485.16","ENSG00000071082.10"
"1790","ENSG00000158435.7","ENSG00000163162.8"
"1791","ENSG00000163162.8","ENSG00000175874.9"
"1792","ENSG00000175874.9","ENSG00000196460.12"
"1793","ENSG00000115590.13","ENSG00000115594.11"
"1794","ENSG00000115594.11","ENSG00000115598.9"
"1795","ENSG00000115598.9","ENSG00000115602.16"
"1796","ENSG00000115602.16","ENSG00000115604.10"
"1797","ENSG00000115604.10","ENSG00000115607.9"
"1798","ENSG00000115607.9","ENSG00000180251.4"
"1799","ENSG00000180251.4","ENSG00000115616.2"
"1800","ENSG00000115616.2","ENSG00000135953.10"
"1801","ENSG00000198914.3","ENSG00000135972.8"
"1802","ENSG00000135973.2","ENSG00000135966.12"
"1803","ENSG00000135974.9","ENSG00000115641.18"
"1804","ENSG00000119147.9","ENSG00000115652.14"
"1805","ENSG00000196862.9","ENSG00000115665.8"
"1806","ENSG00000196228.3","ENSG00000198203.9"
"1807","ENSG00000198203.9","ENSG00000198075.9"
"1808","ENSG00000198075.9","ENSG00000135968.20"
"1809","ENSG00000135968.20","ENSG00000169756.16"
"1810","ENSG00000169756.16","ENSG00000153201.15"
"1811","ENSG00000153201.15","ENSG00000163006.11"
"1812","ENSG00000135960.9","ENSG00000172985.10"
"1813","ENSG00000198142.4","ENSG00000015568.12"
"1814","ENSG00000015568.12","ENSG00000256977.12"
"1815","ENSG00000144063.3","ENSG00000144061.12"
"1816","ENSG00000144061.12","ENSG00000175701.10"
"1817","ENSG00000256671.6","ENSG00000183054.11"
"1818","ENSG00000183054.11","ENSG00000169679.14"
"1819","ENSG00000169679.14","ENSG00000153093.18"
"1820","ENSG00000153107.11","ENSG00000153208.16"
"1821","ENSG00000153208.16","ENSG00000153214.9"
"1822","ENSG00000153214.9","ENSG00000144152.12"
"1823","ENSG00000144152.12","ENSG00000144161.12"
"1824","ENSG00000144161.12","ENSG00000188177.13"
"1825","ENSG00000188177.13","ENSG00000169629.11"
"1826","ENSG00000169629.11","ENSG00000114999.7"
"1827","ENSG00000114999.7","ENSG00000125630.15"
"1828","ENSG00000125630.15","ENSG00000125611.15"
"1829","ENSG00000125611.15","ENSG00000144136.10"
"1830","ENSG00000144136.10","ENSG00000144130.11"
"1831","ENSG00000144130.11","ENSG00000169607.12"
"1832","ENSG00000169607.12","ENSG00000115008.5"
"1833","ENSG00000115008.5","ENSG00000125538.11"
"1834","ENSG00000125538.11","ENSG00000125571.9"
"1835","ENSG00000125571.9","ENSG00000136688.10"
"1836","ENSG00000136688.10","ENSG00000136694.8"
"1837","ENSG00000136694.8","ENSG00000136696.10"
"1838","ENSG00000136697.12","ENSG00000136689.18"
"1839","ENSG00000136689.18","ENSG00000125637.15"
"1840","ENSG00000125637.15","ENSG00000125618.16"
"1841","ENSG00000125618.16","ENSG00000136682.14"
"1842","ENSG00000136682.14","ENSG00000184492.6"
"1843","ENSG00000184492.6","ENSG00000144134.18"
"1844","ENSG00000144134.18","ENSG00000115084.13"
"1845","ENSG00000115084.13","ENSG00000115091.11"
"1846","ENSG00000088205.12","ENSG00000125633.10"
"1847","ENSG00000125633.10","ENSG00000125629.14"
"1848","ENSG00000163064.6","ENSG00000019169.10"
"1849","ENSG00000144119.3","ENSG00000115107.19"
"1850","ENSG00000115107.19","ENSG00000186132.14"
"1851","ENSG00000155368.16","ENSG00000171227.6"
"1852","ENSG00000171227.6","ENSG00000080293.9"
"1853","ENSG00000080293.9","ENSG00000163075.12"
"1854","ENSG00000163075.12","ENSG00000144120.12"
"1855","ENSG00000144120.12","ENSG00000088179.8"
"1856","ENSG00000226479.3","ENSG00000144118.13"
"1857","ENSG00000144118.13","ENSG00000163083.5"
"1858","ENSG00000074054.17","ENSG00000155438.11"
"1859","ENSG00000136717.14","ENSG00000186684.12"
"1860","ENSG00000186684.12","ENSG00000163161.12"
"1861","ENSG00000163161.12","ENSG00000169967.16"
"1862","ENSG00000169967.16","ENSG00000115718.17"
"1863","ENSG00000115718.17","ENSG00000163166.14"
"1864","ENSG00000169994.18","ENSG00000072163.19"
"1865","ENSG00000072163.19","ENSG00000144230.16"
"1866","ENSG00000144230.16","ENSG00000136709.11"
"1867","ENSG00000136709.11","ENSG00000144231.10"
"1868","ENSG00000144231.10","ENSG00000144233.9"
"1869","ENSG00000144233.9","ENSG00000136715.17"
"1870","ENSG00000136715.17","ENSG00000136731.12"
"1871","ENSG00000222014.5","ENSG00000196604.12"
"1872","ENSG00000196604.12","ENSG00000152076.18"
"1873","ENSG00000152076.18","ENSG00000136699.19"
"1874","ENSG00000152082.13","ENSG00000152086.8"
"1875","ENSG00000152086.8","ENSG00000136710.9"
"1876","ENSG00000136718.9","ENSG00000072135.12"
"1877","ENSG00000072135.12","ENSG00000196834.11"
"1878","ENSG00000196834.11","ENSG00000152093.7"
"1879","ENSG00000152093.7","ENSG00000184761.7"
"1880","ENSG00000184761.7","ENSG00000183292.12"
"1881","ENSG00000183292.12","ENSG00000136698.8"
"1882","ENSG00000136698.8","ENSG00000222038.3"
"1883","ENSG00000222038.3","ENSG00000173302.5"
"1884","ENSG00000173302.5","ENSG00000178171.10"
"1885","ENSG00000178171.10","ENSG00000136002.18"
"1886","ENSG00000136002.18","ENSG00000152102.17"
"1887","ENSG00000152102.17","ENSG00000115762.16"
"1888","ENSG00000115762.16","ENSG00000188219.14"
"1889","ENSG00000188219.14","ENSG00000233087.7"
"1890","ENSG00000233087.7","ENSG00000173272.15"
"1891","ENSG00000173272.15","ENSG00000075886.10"
"1892","ENSG00000075886.10","ENSG00000163040.14"
"1893","ENSG00000163046.15","ENSG00000183840.6"
"1894","ENSG00000152128.13","ENSG00000153086.13"
"1895","ENSG00000153086.13","ENSG00000082258.12"
"1896","ENSG00000082258.12","ENSG00000176601.12"
"1897","ENSG00000144224.16","ENSG00000115850.9"
"1898","ENSG00000115850.9","ENSG00000076003.4"
"1899","ENSG00000076003.4","ENSG00000115866.10"
"1900","ENSG00000115866.10","ENSG00000121966.6"
"1901","ENSG00000121964.14","ENSG00000169554.18"
"1902","ENSG00000121989.14","ENSG00000115947.13"
"1903","ENSG00000168280.16","ENSG00000150556.16"
"1904","ENSG00000184898.6","ENSG00000123609.10"
"1905","ENSG00000123609.10","ENSG00000123610.4"
"1906","ENSG00000123610.4","ENSG00000080345.17"
"1907","ENSG00000183091.19","ENSG00000162980.16"
"1908","ENSG00000182389.19","ENSG00000115145.9"
"1909","ENSG00000115145.9","ENSG00000157827.19"
"1910","ENSG00000153234.13","ENSG00000115159.15"
"1911","ENSG00000136542.8","ENSG00000136541.14"
"1912","ENSG00000136541.14","ENSG00000115165.9"
"1913","ENSG00000115165.9","ENSG00000123612.15"
"1914","ENSG00000163331.11","ENSG00000115183.14"
"1915","ENSG00000123636.17","ENSG00000136536.14"
"1916","ENSG00000136536.14","ENSG00000241399.6"
"1917","ENSG00000241399.6","ENSG00000054219.10"
"1918","ENSG00000054219.10","ENSG00000153246.12"
"1919","ENSG00000136560.13","ENSG00000115233.11"
"1920","ENSG00000115233.11","ENSG00000136535.14"
"1921","ENSG00000136535.14","ENSG00000144290.16"
"1922","ENSG00000197635.9","ENSG00000115263.14"
"1923","ENSG00000115263.14","ENSG00000078098.13"
"1924","ENSG00000078098.13","ENSG00000115267.5"
"1925","ENSG00000082438.15","ENSG00000169507.9"
"1926","ENSG00000115339.13","ENSG00000123607.14"
"1927","ENSG00000123607.14","ENSG00000144285.17"
"1928","ENSG00000169432.14","ENSG00000136546.13"
"1929","ENSG00000163072.15","ENSG00000152253.8"
"1930","ENSG00000152253.8","ENSG00000152254.10"
"1931","ENSG00000152254.10","ENSG00000073734.8"
"1932","ENSG00000073734.8","ENSG00000073737.16"
"1933","ENSG00000081479.12","ENSG00000163093.11"
"1934","ENSG00000163093.11","ENSG00000239474.6"
"1935","ENSG00000239474.6","ENSG00000138399.17"
"1936","ENSG00000138399.17","ENSG00000138398.15"
"1937","ENSG00000138398.15","ENSG00000154479.12"
"1938","ENSG00000144362.11","ENSG00000213160.9"
"1939","ENSG00000213160.9","ENSG00000138385.15"
"1940","ENSG00000138385.15","ENSG00000138382.14"
"1941","ENSG00000204335.3","ENSG00000204334.7"
"1942","ENSG00000204334.7","ENSG00000128683.13"
"1943","ENSG00000128683.13","ENSG00000115806.12"
"1944","ENSG00000115827.13","ENSG00000071967.11"
"1945","ENSG00000071967.11","ENSG00000077380.15"
"1946","ENSG00000115840.13","ENSG00000128708.12"
"1947","ENSG00000128708.12","ENSG00000172878.13"
"1948","ENSG00000172878.13","ENSG00000144355.14"
"1949","ENSG00000144355.14","ENSG00000115844.10"
"1950","ENSG00000091409.14","ENSG00000152256.13"
"1951","ENSG00000152256.13","ENSG00000091428.17"
"1952","ENSG00000138430.15","ENSG00000217236.1"
"1953","ENSG00000217236.1","ENSG00000138433.15"
"1954","ENSG00000144306.14","ENSG00000163328.13"
"1955","ENSG00000163328.13","ENSG00000115935.17"
"1956","ENSG00000115935.17","ENSG00000138435.15"
"1957","ENSG00000128656.13","ENSG00000115966.16"
"1958","ENSG00000115966.16","ENSG00000154518.9"
"1959","ENSG00000144320.13","ENSG00000174279.4"
"1960","ENSG00000128710.5","ENSG00000128709.12"
"1961","ENSG00000128652.11","ENSG00000170166.5"
"1962","ENSG00000170166.5","ENSG00000128645.14"
"1963","ENSG00000128645.14","ENSG00000128654.13"
"1964","ENSG00000170144.20","ENSG00000116044.15"
"1965","ENSG00000116044.15","ENSG00000018510.13"
"1966","ENSG00000018510.13","ENSG00000196659.9"
"1967","ENSG00000196659.9","ENSG00000197557.6"
"1968","ENSG00000155636.14","ENSG00000079156.16"
"1969","ENSG00000204311.12","ENSG00000079150.17"
"1970","ENSG00000144331.18","ENSG00000163510.13"
"1971","ENSG00000115232.13","ENSG00000188452.13"
"1972","ENSG00000188452.13","ENSG00000162992.3"
"1973","ENSG00000138434.16","ENSG00000150722.10"
"1974","ENSG00000115252.18","ENSG00000077232.17"
"1975","ENSG00000077232.17","ENSG00000162998.4"
"1976","ENSG00000162998.4","ENSG00000061676.14"
"1977","ENSG00000061676.14","ENSG00000162999.12"
"1978","ENSG00000162999.12","ENSG00000163002.12"
"1979","ENSG00000065548.17","ENSG00000138448.11"
"1980","ENSG00000138448.11","ENSG00000144369.12"
"1981","ENSG00000144369.12","ENSG00000163012.3"
"1982","ENSG00000064989.12","ENSG00000003436.15"
"1983","ENSG00000174325.4","ENSG00000168542.14"
"1984","ENSG00000115368.9","ENSG00000138449.10"
"1985","ENSG00000138449.10","ENSG00000138381.9"
"1986","ENSG00000138381.9","ENSG00000151687.14"
"1987","ENSG00000151687.14","ENSG00000128694.11"
"1988","ENSG00000128694.11","ENSG00000128699.13"
"1989","ENSG00000064933.17","ENSG00000187699.10"
"1990","ENSG00000187699.10","ENSG00000138379.4"
"1991","ENSG00000198130.15","ENSG00000151689.12"
"1992","ENSG00000151689.12","ENSG00000151690.14"
"1993","ENSG00000151690.14","ENSG00000189362.11"
"1994","ENSG00000189362.11","ENSG00000138386.16"
"1995","ENSG00000115419.12","ENSG00000115415.18"
"1996","ENSG00000115415.18","ENSG00000138378.17"
"1997","ENSG00000138378.17","ENSG00000128641.18"
"1998","ENSG00000173559.12","ENSG00000168497.4"
"1999","ENSG00000118997.13","ENSG00000081320.10"
"2000","ENSG00000138411.10","ENSG00000144395.17"
"2001","ENSG00000144395.17","ENSG00000119041.10"
"2002","ENSG00000119041.10","ENSG00000187944.2"
"2003","ENSG00000187944.2","ENSG00000197121.14"
"2004","ENSG00000065413.18","ENSG00000115524.15"
"2005","ENSG00000115524.15","ENSG00000115520.8"
"2006","ENSG00000115520.8","ENSG00000144381.16"
"2007","ENSG00000144381.16","ENSG00000115541.10"
"2008","ENSG00000115541.10","ENSG00000115540.14"
"2009","ENSG00000115540.14","ENSG00000162944.10"
"2010","ENSG00000162944.10","ENSG00000247626.4"
"2011","ENSG00000247626.4","ENSG00000152430.17"
"2012","ENSG00000152430.17","ENSG00000115896.15"
"2013","ENSG00000226124.6","ENSG00000178074.5"
"2014","ENSG00000178074.5","ENSG00000162971.10"
"2015","ENSG00000163535.17","ENSG00000138356.13"
"2016","ENSG00000082153.17","ENSG00000013441.15"
"2017","ENSG00000013441.15","ENSG00000240344.8"
"2018","ENSG00000196290.14","ENSG00000115942.8"
"2019","ENSG00000115942.8","ENSG00000155744.9"
"2020","ENSG00000155744.9","ENSG00000119013.8"
"2021","ENSG00000119013.8","ENSG00000003402.19"
"2022","ENSG00000003402.19","ENSG00000003400.14"
"2023","ENSG00000003400.14","ENSG00000064012.21"
"2024","ENSG00000064012.21","ENSG00000155749.12"
"2025","ENSG00000155749.12","ENSG00000115993.12"
"2026","ENSG00000115993.12","ENSG00000082146.12"
"2027","ENSG00000155754.14","ENSG00000155755.18"
"2028","ENSG00000155755.18","ENSG00000082126.17"
"2029","ENSG00000082126.17","ENSG00000003393.14"
"2030","ENSG00000155760.2","ENSG00000182329.12"
"2031","ENSG00000182329.12","ENSG00000116030.16"
"2032","ENSG00000116030.16","ENSG00000055044.10"
"2033","ENSG00000055044.10","ENSG00000204217.13"
"2034","ENSG00000163596.16","ENSG00000138442.9"
"2035","ENSG00000138442.9","ENSG00000138380.17"
"2036","ENSG00000138380.17","ENSG00000144426.18"
"2037","ENSG00000119004.15","ENSG00000138443.15"
"2038","ENSG00000173166.17","ENSG00000178562.17"
"2039","ENSG00000178562.17","ENSG00000163599.14"
"2040","ENSG00000163599.14","ENSG00000163600.12"
"2041","ENSG00000114933.15","ENSG00000023228.13"
"2042","ENSG00000114942.13","ENSG00000183671.12"
"2043","ENSG00000183671.12","ENSG00000204186.7"
"2044","ENSG00000204186.7","ENSG00000114948.12"
"2045","ENSG00000114948.12","ENSG00000235118.7"
"2046","ENSG00000235118.7","ENSG00000232125.2"
"2047","ENSG00000232125.2","ENSG00000138400.12"
"2048","ENSG00000118246.13","ENSG00000144410.4"
"2049","ENSG00000118260.14","ENSG00000144401.14"
"2050","ENSG00000144401.14","ENSG00000163249.11"
"2051","ENSG00000163249.11","ENSG00000163251.3"
"2052","ENSG00000178385.14","ENSG00000118231.4"
"2053","ENSG00000163254.4","ENSG00000182187.3"
"2054","ENSG00000182187.3","ENSG00000168582.4"
"2055","ENSG00000168582.4","ENSG00000188674.10"
"2056","ENSG00000188674.10","ENSG00000138413.13"
"2057","ENSG00000115020.16","ENSG00000144407.9"
"2058","ENSG00000197713.14","ENSG00000144445.16"
"2059","ENSG00000144445.16","ENSG00000115361.7"
"2060","ENSG00000115361.7","ENSG00000168530.15"
"2061","ENSG00000168530.15","ENSG00000115365.11"
"2062","ENSG00000030419.16","ENSG00000144451.18"
"2063","ENSG00000144452.14","ENSG00000138363.14"
"2064","ENSG00000138363.14","ENSG00000115414.18"
"2065","ENSG00000118242.15","ENSG00000115425.13"
"2066","ENSG00000163449.10","ENSG00000079246.15"
"2067","ENSG00000144583.4","ENSG00000138375.12"
"2068","ENSG00000138375.12","ENSG00000197756.9"
"2069","ENSG00000197756.9","ENSG00000115457.9"
"2070","ENSG00000115457.9","ENSG00000115461.4"
"2071","ENSG00000115461.4","ENSG00000118245.2"
"2072","ENSG00000079308.16","ENSG00000188282.12"
"2073","ENSG00000188282.12","ENSG00000180871.7"
