2021-10-11 22:44:05.902532	https://www.encodeproject.org/report/?type=Experiment&status=released&assay_title=CRISPR+RNA-seq&assay_title=CRISPRi+RNA-seq&replicates.library.biosample.donor.organism.scientific_name=Homo+sapiens&files.file_type=bam&field=accession&field=assay_title&field=target.label&field=target.genes.symbol&field=biosample_summary&field=biosample_ontology.term_name&field=dbxrefs&field=description&field=lab.title&field=award.project&field=replicates.library.biosample.accession&field=replicates.biological_replicate_number&field=replicates.technical_replicate_number&field=replicates.library.biosample.organism.scientific_name&field=possible_controls&field=perturbed&limit=all
Accession	Assay title	Target of assay	Target gene symbol	Biosample summary	Biosample term name	Dbxrefs	Description	Lab	Project	Biosample accession	Biological replicate	Technical replicate	Organism	Controls	Perturbed
ENCSR025XBH	CRISPR RNA-seq	GSK3B	GSK3B	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens GSK3B	K562	GEO:GSE176690	RNA-seq on K562 cells treated with a CRISPR gRNA against GSK3B. (GSK3B-BGKcLV15)	Brenton Graveley, UConn	ENCODE	ENCBS665SIN,ENCBS451MGO	1,2	1	Homo sapiens	/experiments/ENCSR404OHQ/	True
ENCSR148HLA	CRISPR RNA-seq	APTX	APTX	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens APTX	K562	GEO:GSE176783	RNA-seq on K562 cells treated with a CRISPR gRNA against APTX. (APTX-BGKcLV23)	Brenton Graveley, UConn	ENCODE	ENCBS932ELT,ENCBS346LUN	1,2	1	Homo sapiens	/experiments/ENCSR877JEM/	True
ENCSR094HEU	CRISPR RNA-seq	HNRNPH1	HNRNPH1	Homo sapiens HepG2 genetically modified (deletion) using CRISPR targeting H. sapiens HNRNPH1	HepG2	GEO:GSE176986,RBPImage:HNRNPH1	RNA-seq on HepG2 cells treated with a CRISPR gRNA against HNRNPH1. (HNRNPH1-BGHcLV07-B)	Brenton Graveley, UConn	ENCODE	ENCBS388SIY,ENCBS381JXX	1,2	1	Homo sapiens	/experiments/ENCSR194SPW/	True
ENCSR765HSN	CRISPR RNA-seq	CIZ1	CIZ1	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens CIZ1	K562	GEO:GSE177663	RNA-seq on K562 cells treated with a CRISPR gRNA against CIZ1. (CIZ1-BGKcLV19)	Brenton Graveley, UConn	ENCODE	ENCBS003ASV,ENCBS358YTN	2,1	1	Homo sapiens	/experiments/ENCSR978MMZ/	True
ENCSR208AJS	CRISPR RNA-seq	SART1	SART1	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens SART1	K562	GEO:GSE176640	RNA-seq on K562 cells treated with a CRISPR gRNA against SART1. (SART1-BGKcLV21)	Brenton Graveley, UConn	ENCODE	ENCBS257WRR,ENCBS845NMN	1,2	1	Homo sapiens	/experiments/ENCSR854OFV/	True
ENCSR092QTF	CRISPR RNA-seq	RAE1	RAE1	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens RAE1	K562	GEO:GSE176981	RNA-seq on K562 cells treated with a CRISPR gRNA against RAE1. (RAE1-BGKcLV17)	Brenton Graveley, UConn	ENCODE	ENCBS750NLG,ENCBS370MUB	1,2	1	Homo sapiens	/experiments/ENCSR516TLX/	True
ENCSR529UYQ	CRISPR RNA-seq	CSTF1	CSTF1	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens CSTF1	K562	GEO:GSE177190	RNA-seq on K562 cells treated with a CRISPR gRNA against CSTF1. (CSTF1-BGKcLV21)	Brenton Graveley, UConn	ENCODE	ENCBS796QWZ,ENCBS556WES	1,2	1	Homo sapiens	/experiments/ENCSR854OFV/	True
ENCSR965MSX	CRISPR RNA-seq	SMAD4	SMAD4	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens SMAD4	K562	GEO:GSE177958	RNA-seq on K562 cells treated with a CRISPR gRNA against SMAD4. (SMAD4-BGKcLV17)	Brenton Graveley, UConn	ENCODE	ENCBS242OIJ,ENCBS099TIX	2,1	1	Homo sapiens	/experiments/ENCSR516TLX/	True
ENCSR148XGX	CRISPR RNA-seq	GSPT2	GSPT2	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens GSPT2	K562	GEO:GSE176801	RNA-seq on K562 cells treated with a CRISPR gRNA against GSPT2. (GSPT2-BGKcLV17)	Brenton Graveley, UConn	ENCODE	ENCBS475WDP,ENCBS609LOC	2,1	1	Homo sapiens	/experiments/ENCSR516TLX/	True
ENCSR443BEF	CRISPR RNA-seq	CD3EAP	CD3EAP	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens CD3EAP	K562	GEO:GSE177251	RNA-seq on K562 cells treated with a CRISPR gRNA against CD3EAP. (CD3EAP-BGKcLV15)	Brenton Graveley, UConn	ENCODE	ENCBS291VMZ,ENCBS227RMN	1,2	1	Homo sapiens	/experiments/ENCSR404OHQ/	True
ENCSR528LDT	CRISPR RNA-seq	PTGES3	PTGES3	Homo sapiens HepG2 genetically modified (deletion) using CRISPR targeting H. sapiens PTGES3	HepG2	GEO:GSE177187	RNA-seq on HepG2 cells treated with a CRISPR gRNA against PTGES3. (PTGES3-BGHcLV16)	Brenton Graveley, UConn	ENCODE	ENCBS515RKO,ENCBS686VBD	2,1	1	Homo sapiens	/experiments/ENCSR964HKT/	True
ENCSR039SOI	CRISPR RNA-seq	GEMIN2	GEMIN2	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens GEMIN2	K562	GEO:GSE176730	RNA-seq on K562 cells treated with a CRISPR gRNA against GEMIN2. (GEMIN2-BGKcLV17)	Brenton Graveley, UConn	ENCODE	ENCBS821IPB,ENCBS351JNN	2,1	1	Homo sapiens	/experiments/ENCSR516TLX/	True
ENCSR921RQX	CRISPR RNA-seq	THOC1	THOC1	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens THOC1	K562	GEO:GSE177836	RNA-seq on K562 cells treated with a CRISPR gRNA against THOC1. (THOC1-BGKcLV15)	Brenton Graveley, UConn	ENCODE	ENCBS629HFX,ENCBS139TLH	2,1	1	Homo sapiens	/experiments/ENCSR404OHQ/	True
ENCSR026FEM	CRISPR RNA-seq	ERN1	ERN1	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens ERN1	K562	GEO:GSE176692	RNA-seq on K562 cells treated with a CRISPR gRNA against ERN1. (ERN1-BGKcLV17)	Brenton Graveley, UConn	ENCODE	ENCBS765QWV,ENCBS635PSX	2,1	1	Homo sapiens	/experiments/ENCSR516TLX/	True
ENCSR444IOJ	CRISPR RNA-seq	MORC2	MORC2	Homo sapiens HepG2 genetically modified (deletion) using CRISPR targeting H. sapiens MORC2	HepG2	GEO:GSE177254	RNA-seq on HepG2 cells treated with a CRISPR gRNA against MORC2. (MORC2-BGHcLV20)	Brenton Graveley, UConn	ENCODE	ENCBS300KME,ENCBS581RKB	2,1	1	Homo sapiens	/experiments/ENCSR306EWE/	True
ENCSR825EPB	CRISPR RNA-seq	BAZ1A	BAZ1A	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens BAZ1A	K562	GEO:GSE177856	RNA-seq on K562 cells treated with a CRISPR gRNA against BAZ1A. (BAZ1A-BGKcLV17)	Brenton Graveley, UConn	ENCODE	ENCBS287JVX,ENCBS089LHN	2,1	1	Homo sapiens	/experiments/ENCSR516TLX/	True
ENCSR989GNV	CRISPR RNA-seq	SMYD3	SMYD3	Homo sapiens HepG2 genetically modified (deletion) using CRISPR targeting H. sapiens SMYD3	HepG2	GEO:GSE178049	RNA-seq on HepG2 cells treated with a CRISPR gRNA against SMYD3. (SMYD3-BGHcLV20)	Brenton Graveley, UConn	ENCODE	ENCBS310PBV,ENCBS521JYS	1,2	1	Homo sapiens	/experiments/ENCSR306EWE/	True
ENCSR516TLX	CRISPR RNA-seq			Homo sapiens K562 genetically modified (deletion) using CRISPR	K562	GEO:GSE177142	Control CRISPR gRNA against no target in HepG2 cells followed by RNA-seq. (NT-BGKcLV17)	Brenton Graveley, UConn	ENCODE	ENCBS935MDR,ENCBS813SYB	1,2	1	Homo sapiens		False
ENCSR416NPL	CRISPR RNA-seq	CXXC1	CXXC1	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens CXXC1	K562	GEO:GSE177172	RNA-seq on K562 cells treated with a CRISPR gRNA against CXXC1. (CXXC1-BGKcLV17)	Brenton Graveley, UConn	ENCODE	ENCBS048SGI,ENCBS312HQY	2,1	1	Homo sapiens	/experiments/ENCSR516TLX/	True
ENCSR854MSP	CRISPR RNA-seq	CPSF4	CPSF4	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens CPSF4	K562	GEO:GSE177957	RNA-seq on K562 cells treated with a CRISPR gRNA against CPSF4. (CPSF4-BGKcLV21)	Brenton Graveley, UConn	ENCODE	ENCBS672XZR,ENCBS689YZE	2,1	1	Homo sapiens	/experiments/ENCSR854OFV/	True
ENCSR427KVG	CRISPR RNA-seq	BARD1	BARD1	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens BARD1	K562	GEO:GSE177211	RNA-seq on K562 cells treated with a CRISPR gRNA against BARD1. (BARD1-BGKcLV23)	Brenton Graveley, UConn	ENCODE	ENCBS476NAR,ENCBS024RMA	2,1	1	Homo sapiens	/experiments/ENCSR877JEM/	True
ENCSR999MAE	CRISPR RNA-seq	EIF4A3	EIF4A3	Homo sapiens HepG2 genetically modified (deletion) using CRISPR targeting H. sapiens EIF4A3	HepG2	GEO:GSE178067,RBPImage:EIF4A3	RNA-seq on HepG2 cells treated with a CRISPR gRNA against EIF4A3. (EIF4A3-BGHcLV16)	Brenton Graveley, UConn	ENCODE	ENCBS338PVK,ENCBS837RAQ	1,2	1	Homo sapiens	/experiments/ENCSR964HKT/	True
ENCSR290GUQ	CRISPR RNA-seq	DNMT3B	DNMT3B	Homo sapiens HepG2 genetically modified (deletion) using CRISPR targeting H. sapiens DNMT3B	HepG2	GEO:GSE177003	RNA-seq on HepG2 cells treated with a CRISPR gRNA against DNMT3B. (DNMT3B-BGHcLV20)	Brenton Graveley, UConn	ENCODE	ENCBS470NZT,ENCBS350DLG	1,2	1	Homo sapiens	/experiments/ENCSR306EWE/	True
ENCSR034NAT	CRISPR RNA-seq	NPM1	NPM1	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens NPM1	K562	GEO:GSE176708	RNA-seq on K562 cells treated with a CRISPR gRNA against NPM1. (NPM1-BGKcLV15)	Brenton Graveley, UConn	ENCODE	ENCBS665YAY,ENCBS868KHZ	1,2	1	Homo sapiens	/experiments/ENCSR404OHQ/	True
ENCSR381NPB	CRISPR RNA-seq	LARS	LARS	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens LARS	K562	GEO:GSE177403	RNA-seq on K562 cells treated with a CRISPR gRNA against LARS. (LARS-BGKcLV23)	Brenton Graveley, UConn	ENCODE	ENCBS365CHW,ENCBS504AVE	1,2	1	Homo sapiens	/experiments/ENCSR877JEM/	True
ENCSR650GNB	CRISPR RNA-seq	ZNF335	ZNF335	Homo sapiens K562 genetically modified (deletion) using CRISPR targeting H. sapiens ZNF335	K562	GEO:GSE177683	RNA-seq on K562 cells treated with a CRISPR gRNA against ZNF335. (ZNF335-BGKcLV17)	Brenton Graveley, UConn	ENCODE	ENCBS464XQN,ENCBS362YBE	1,2	1	Homo sapiens	/experiments/ENCSR516TLX/	True
ENCSR704VPL	CRISPR RNA-seq			Homo sapiens HepG2 genetically modified (deletion) using CRISPR	HepG2	GEO:GSE177497	Control CRISPR gRNA against no target in HepG2 cells followed by RNA-seq. (NT-BGHcLV22)	Brenton Graveley, UConn	ENCODE	ENCBS004RTO,ENCBS723CIZ	1,2	1	Homo sapiens		False
ENCSR002NQQ	CRISPR RNA-seq	CNOT10	CNOT10	Homo sapiens HepG2 genetically modified (deletion) using CRISPR targeting H. sapiens CNOT10	HepG2	GEO:GSE176593	RNA-seq on HepG2 cells treated with a CRISPR gRNA against CNOT10. (CNOT10-BGHcLV22)	Brenton Graveley, UConn	ENCODE	ENCBS966NDP,ENCBS279OVC	2,1	1	Homo sapiens	/experiments/ENCSR704VPL/	True
