File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF164GLS	bam	bam		alignments	GRCh38	ENCSR359ICP	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/90957/'], '@type': ['Target', 'Item'], 'name': 'DHX57-human', 'label': 'DHX57', '@id': '/targets/DHX57-human/', 'title': 'DHX57 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '2a5560dd-0971-41fc-bb5b-805ee58ba006', 'status': 'released'}				DHX57-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2020-11-30	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1		100					/files/ENCFF638SLL/, /files/ENCFF598IDH/, /files/ENCFF164SOF/	9185789821	ENCODE Processing Pipeline	1293a80ae2fc743b95a5ce233a639d29		https://www.encodeproject.org/files/ENCFF164GLS/@@download/ENCFF164GLS.bam	V29			released	s3://encode-public/2020/10/23/2fe0f0cb-ba6f-4a49-a4ec-6a95bd608b5c/ENCFF164GLS.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing compliant biosample characterization		
ENCFF519IFB	bam	bam		alignments	GRCh38	ENCSR359ICP	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/90957/'], '@type': ['Target', 'Item'], 'name': 'DHX57-human', 'label': 'DHX57', '@id': '/targets/DHX57-human/', 'title': 'DHX57 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '2a5560dd-0971-41fc-bb5b-805ee58ba006', 'status': 'released'}				DHX57-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2020-11-30	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1		100					/files/ENCFF545UCV/, /files/ENCFF418OWP/, /files/ENCFF598IDH/	4266139328	ENCODE Processing Pipeline	858b72b8d1b6fe5da6ed7ec5508f0a4c		https://www.encodeproject.org/files/ENCFF519IFB/@@download/ENCFF519IFB.bam	V29			released	s3://encode-public/2020/10/23/668f89f3-8e68-4279-a909-d25d927e61d9/ENCFF519IFB.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing compliant biosample characterization		
ENCFF525SQC	bam	bam		transcriptome alignments	GRCh38	ENCSR359ICP	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/90957/'], '@type': ['Target', 'Item'], 'name': 'DHX57-human', 'label': 'DHX57', '@id': '/targets/DHX57-human/', 'title': 'DHX57 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '2a5560dd-0971-41fc-bb5b-805ee58ba006', 'status': 'released'}				DHX57-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2020-11-30	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1		100					/files/ENCFF638SLL/, /files/ENCFF598IDH/, /files/ENCFF164SOF/	19111469183	ENCODE Processing Pipeline	1f98a3c78b7d20d139fc6ac2b8d086d0		https://www.encodeproject.org/files/ENCFF525SQC/@@download/ENCFF525SQC.bam	V29			released	s3://encode-public/2020/10/23/e3ff638d-37f9-4427-8ef0-6dc20c21942c/ENCFF525SQC.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing compliant biosample characterization		
ENCFF404AET	bam	bam		transcriptome alignments	GRCh38	ENCSR039VEQ	CRISPRi RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/4841/'], '@type': ['Target', 'Item'], 'name': 'NONO-human', 'label': 'NONO', '@id': '/targets/NONO-human/', 'title': 'NONO (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '0c782976-c8df-4c9c-a23e-a0aedfdc313b', 'status': 'released'}				NONO-human	RNA					unstranded	2017-11-18	ENCODE			>200	4	4_1		101					/files/ENCFF475SNT/, /files/ENCFF214BYK/, /files/ENCFF598IDH/	6791913385	ENCODE Processing Pipeline	7ce0d02464113959d1a2f9b2b9555032		https://www.encodeproject.org/files/ENCFF404AET/@@download/ENCFF404AET.bam	V29			released	s3://encode-public/2021/02/28/377140ec-de8f-49a1-9985-bf9f32a1aa40/ENCFF404AET.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization	missing spikeins	
ENCFF892RXZ	bam	bam		transcriptome alignments	GRCh38	ENCSR039VEQ	CRISPRi RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/4841/'], '@type': ['Target', 'Item'], 'name': 'NONO-human', 'label': 'NONO', '@id': '/targets/NONO-human/', 'title': 'NONO (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '0c782976-c8df-4c9c-a23e-a0aedfdc313b', 'status': 'released'}				NONO-human	RNA					unstranded	2017-11-18	ENCODE			>200	1	1_1		101					/files/ENCFF164ERO/, /files/ENCFF069QZP/, /files/ENCFF598IDH/	5588645187	ENCODE Processing Pipeline	d7a741c36748de19f3e40ea5acca3275		https://www.encodeproject.org/files/ENCFF892RXZ/@@download/ENCFF892RXZ.bam	V29			released	s3://encode-public/2021/02/28/655b174e-f9d2-479a-ac73-73e905da16f0/ENCFF892RXZ.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization	missing spikeins	
ENCFF663ZMG	bam	bam		alignments	GRCh38	ENCSR039VEQ	CRISPRi RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/4841/'], '@type': ['Target', 'Item'], 'name': 'NONO-human', 'label': 'NONO', '@id': '/targets/NONO-human/', 'title': 'NONO (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '0c782976-c8df-4c9c-a23e-a0aedfdc313b', 'status': 'released'}				NONO-human	RNA					unstranded	2017-11-18	ENCODE			>200	4	4_1		101					/files/ENCFF475SNT/, /files/ENCFF214BYK/, /files/ENCFF598IDH/	6291591570	ENCODE Processing Pipeline	8b8fa7d83fa91321056e73ea3bd2b3db		https://www.encodeproject.org/files/ENCFF663ZMG/@@download/ENCFF663ZMG.bam	V29			released	s3://encode-public/2021/02/28/7907e8b7-7bc6-4b62-9ed7-8e0e44189111/ENCFF663ZMG.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization	missing spikeins	
ENCFF345OCL	bam	bam		alignments	GRCh38	ENCSR039VEQ	CRISPRi RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/4841/'], '@type': ['Target', 'Item'], 'name': 'NONO-human', 'label': 'NONO', '@id': '/targets/NONO-human/', 'title': 'NONO (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '0c782976-c8df-4c9c-a23e-a0aedfdc313b', 'status': 'released'}				NONO-human	RNA					unstranded	2017-11-18	ENCODE			>200	1	1_1		101					/files/ENCFF164ERO/, /files/ENCFF069QZP/, /files/ENCFF598IDH/	4951504082	ENCODE Processing Pipeline	ceb2be7f62808f31841d2a00ea668627		https://www.encodeproject.org/files/ENCFF345OCL/@@download/ENCFF345OCL.bam	V29			released	s3://encode-public/2021/02/28/5cc2f22d-d8d3-49e9-af18-7006ac956e1e/ENCFF345OCL.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization	missing spikeins	
ENCFF305VFA	bam	bam		alignments	GRCh38	ENCSR039VEQ	CRISPRi RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/4841/'], '@type': ['Target', 'Item'], 'name': 'NONO-human', 'label': 'NONO', '@id': '/targets/NONO-human/', 'title': 'NONO (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '0c782976-c8df-4c9c-a23e-a0aedfdc313b', 'status': 'released'}				NONO-human	RNA					unstranded	2017-11-18	ENCODE			>200	3	3_1		101					/files/ENCFF471EAL/, /files/ENCFF708CZV/, /files/ENCFF598IDH/	6558394976	ENCODE Processing Pipeline	506f62527847f51c479748238df54f91		https://www.encodeproject.org/files/ENCFF305VFA/@@download/ENCFF305VFA.bam	V29			released	s3://encode-public/2021/02/28/51a69709-d726-4570-bac5-8dd74a81b296/ENCFF305VFA.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization	missing spikeins	
ENCFF580SNE	bam	bam		transcriptome alignments	GRCh38	ENCSR039VEQ	CRISPRi RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/4841/'], '@type': ['Target', 'Item'], 'name': 'NONO-human', 'label': 'NONO', '@id': '/targets/NONO-human/', 'title': 'NONO (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '0c782976-c8df-4c9c-a23e-a0aedfdc313b', 'status': 'released'}				NONO-human	RNA					unstranded	2017-11-18	ENCODE			>200	3	3_1		101					/files/ENCFF471EAL/, /files/ENCFF708CZV/, /files/ENCFF598IDH/	7003208579	ENCODE Processing Pipeline	ac1837302b198b26b393af0ed891aa99		https://www.encodeproject.org/files/ENCFF580SNE/@@download/ENCFF580SNE.bam	V29			released	s3://encode-public/2021/02/28/68174ab0-7e18-4253-98ad-6c356f679abd/ENCFF580SNE.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization	missing spikeins	
ENCFF893ONZ	bam	bam		alignments	GRCh38	ENCSR094HEU	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/3187/'], '@type': ['Target', 'Item'], 'name': 'HNRNPH1-human', 'label': 'HNRNPH1', '@id': '/targets/HNRNPH1-human/', 'title': 'HNRNPH1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '8a740461-b3c2-48e3-84e7-92df9766cf07', 'status': 'released'}				HNRNPH1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-01-28	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1		100					/files/ENCFF685BIE/, /files/ENCFF736ZWG/, /files/ENCFF598IDH/	3464314057	ENCODE Processing Pipeline	c309702ab4284a9e6f0b4cd6b432651f		https://www.encodeproject.org/files/ENCFF893ONZ/@@download/ENCFF893ONZ.bam	V29			released	s3://encode-public/2021/01/21/e5b37b87-5997-4642-8aa1-dc3825c906b0/ENCFF893ONZ.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization		
ENCFF403OOQ	bam	bam		transcriptome alignments	GRCh38	ENCSR094HEU	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/3187/'], '@type': ['Target', 'Item'], 'name': 'HNRNPH1-human', 'label': 'HNRNPH1', '@id': '/targets/HNRNPH1-human/', 'title': 'HNRNPH1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '8a740461-b3c2-48e3-84e7-92df9766cf07', 'status': 'released'}				HNRNPH1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-01-28	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1		100					/files/ENCFF685BIE/, /files/ENCFF736ZWG/, /files/ENCFF598IDH/	5350708156	ENCODE Processing Pipeline	78d87c97a9ba1daccfb3daf1ad6baf3d		https://www.encodeproject.org/files/ENCFF403OOQ/@@download/ENCFF403OOQ.bam	V29			released	s3://encode-public/2021/01/21/12184b71-f817-4945-89bc-a98640789ce4/ENCFF403OOQ.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization		
ENCFF671XQH	bam	bam		alignments	GRCh38	ENCSR094HEU	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/3187/'], '@type': ['Target', 'Item'], 'name': 'HNRNPH1-human', 'label': 'HNRNPH1', '@id': '/targets/HNRNPH1-human/', 'title': 'HNRNPH1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '8a740461-b3c2-48e3-84e7-92df9766cf07', 'status': 'released'}				HNRNPH1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-01-28	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1		100					/files/ENCFF370ZMO/, /files/ENCFF525YMY/, /files/ENCFF598IDH/, /files/ENCFF390CPT/, /files/ENCFF812WHY/	2642889431	ENCODE Processing Pipeline	5013ed921d2b173c6b214c26162ef569		https://www.encodeproject.org/files/ENCFF671XQH/@@download/ENCFF671XQH.bam	V29			released	s3://encode-public/2021/01/21/3813d5cb-b008-4fe2-9172-98f93f2cec71/ENCFF671XQH.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization		
ENCFF759EID	bam	bam		transcriptome alignments	GRCh38	ENCSR094HEU	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/3187/'], '@type': ['Target', 'Item'], 'name': 'HNRNPH1-human', 'label': 'HNRNPH1', '@id': '/targets/HNRNPH1-human/', 'title': 'HNRNPH1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '8a740461-b3c2-48e3-84e7-92df9766cf07', 'status': 'released'}				HNRNPH1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-01-28	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1		100					/files/ENCFF370ZMO/, /files/ENCFF525YMY/, /files/ENCFF598IDH/, /files/ENCFF390CPT/, /files/ENCFF812WHY/	3794640844	ENCODE Processing Pipeline	88d95976d963b1a7d2d011928961907d		https://www.encodeproject.org/files/ENCFF759EID/@@download/ENCFF759EID.bam	V29			released	s3://encode-public/2021/01/21/17e2e4c8-4771-446c-acbd-9bcc6155dcba/ENCFF759EID.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization		
ENCFF568KXZ	bam	bam		alignments	GRCh38	ENCSR443BEF	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/10849/'], '@type': ['Target', 'Item'], 'name': 'CD3EAP-human', 'label': 'CD3EAP', '@id': '/targets/CD3EAP-human/', 'title': 'CD3EAP (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '632ab0cb-95d7-41b6-bb45-5c8903da58f3', 'status': 'released'}				CD3EAP-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2020-11-30	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1		100					/files/ENCFF625CED/, /files/ENCFF598IDH/, /files/ENCFF465VVH/	3335750633	ENCODE Processing Pipeline	2b4e07c22328c1335d207179b13230aa		https://www.encodeproject.org/files/ENCFF568KXZ/@@download/ENCFF568KXZ.bam	V29			released	s3://encode-public/2020/10/24/8de8a6e2-98a6-4abd-b48c-5d2ca369555c/ENCFF568KXZ.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing compliant biosample characterization		
ENCFF890XQU	bam	bam		transcriptome alignments	GRCh38	ENCSR443BEF	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/10849/'], '@type': ['Target', 'Item'], 'name': 'CD3EAP-human', 'label': 'CD3EAP', '@id': '/targets/CD3EAP-human/', 'title': 'CD3EAP (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '632ab0cb-95d7-41b6-bb45-5c8903da58f3', 'status': 'released'}				CD3EAP-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2020-11-30	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1		100					/files/ENCFF625CED/, /files/ENCFF598IDH/, /files/ENCFF465VVH/	6222169127	ENCODE Processing Pipeline	6e5f4813ad3c4679cc9b8a77395d9de6		https://www.encodeproject.org/files/ENCFF890XQU/@@download/ENCFF890XQU.bam	V29			released	s3://encode-public/2020/10/24/71c30cdb-836e-4fd5-9a61-9fac675affe8/ENCFF890XQU.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing compliant biosample characterization		
ENCFF898PSL	bam	bam		alignments	GRCh38	ENCSR443BEF	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/10849/'], '@type': ['Target', 'Item'], 'name': 'CD3EAP-human', 'label': 'CD3EAP', '@id': '/targets/CD3EAP-human/', 'title': 'CD3EAP (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '632ab0cb-95d7-41b6-bb45-5c8903da58f3', 'status': 'released'}				CD3EAP-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2020-11-30	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1		100					/files/ENCFF436PEC/, /files/ENCFF973YEI/, /files/ENCFF598IDH/	4067222104	ENCODE Processing Pipeline	8426b840fd41a2c136e2f20d577c33a1		https://www.encodeproject.org/files/ENCFF898PSL/@@download/ENCFF898PSL.bam	V29			released	s3://encode-public/2020/10/24/b93b5801-e82a-4dc2-a29a-1b89879fe244/ENCFF898PSL.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing compliant biosample characterization		
ENCFF030MDE	bam	bam		transcriptome alignments	GRCh38	ENCSR443BEF	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/10849/'], '@type': ['Target', 'Item'], 'name': 'CD3EAP-human', 'label': 'CD3EAP', '@id': '/targets/CD3EAP-human/', 'title': 'CD3EAP (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '632ab0cb-95d7-41b6-bb45-5c8903da58f3', 'status': 'released'}				CD3EAP-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2020-11-30	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1		100					/files/ENCFF436PEC/, /files/ENCFF973YEI/, /files/ENCFF598IDH/	7664180743	ENCODE Processing Pipeline	1dbd146ca175cabf31b0b8034a505f76		https://www.encodeproject.org/files/ENCFF030MDE/@@download/ENCFF030MDE.bam	V29			released	s3://encode-public/2020/10/24/4e96fab4-2d6f-44bd-a909-c0871df704a2/ENCFF030MDE.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing compliant biosample characterization		
